Category,CEIRatingWeb,OrgCommonName,BrandName,CustomerFeedbackPhone,CustomerFeedbackEmail,CustomerFeedbackWebURL,OrgID,CategoryID,Non-responder
Retailers,15,BJ's,,,,https://www.bjs.com/member/service/service.enter.display,1995,1236,X
Retailers,15,Children's Place,,877-752-2387,,http://www.childrensplace.com/webapp/wcs/stores/servlet/contactus_10001_10001_-1,52476,1236,X
Retailers,15,Dillard's,,,,http://www.dillards.com/kana/KanaStartServlet,8690,1236,X
Retailers,15,Dollar Tree,Deal$; Dollar Bills,,,http://www.dollartree.com/custserv/contactus.jsp,52210,1236,X
Retailers,15,Kohl's,,,,http://www.kohlscorporation.com/customer_service/email/default.asp?a=e-mail&Question=,14322,1236,
Retailers,15,Liberty Media,QVC,,,http://www.libertymedia.com/contact-us.aspx,51980,1236,X
Retailers,15,Michaels,,,,http://www.michaels.com/on/demandware.store/Sites-Michaels-Site/default/CustomerService-ContactUs,35622,1236,X
Retailers,15,Publix Super Markets,,,,http://www.publix.com/contact/SendUsAMessage.do,14500,1236,X
Retailers,15,The Container Store,,,,http://www.containerstore.com/contact/index.htm,35448,1236,X
Retailers,15,Trader Joe's,,,,http://www.traderjoes.com/about/index.asp,13517,1236,X
Retailers,15,Winn-Dixie Stores,Thrifty Maid; Winn & Lovett,,,http://www.winndixie.com/Contact_Us/Contact_Us.asp,14628,1236,X
Retailers,15,Zales,,,,,52411,1236,X
Retailers,0,Dick's Sporting Goods,,,,,52208,1236,X
Retailers,0,Dollar General,,,,http://www.dollargeneral.com/OurStores/Pages/CustomerService.aspx,8692,1236,X
Retailers,0,Family Dollar,,,,http://familydollar.com/contactus.aspx,14988,1236,X
Retailers,0,The Great Atlantic & Pacific Tea Co.,A&P; FoodBasics; Pathmark Stores; Superfresh; The Food Emporium; Waldbaums,,,,54970,1236,X
Retailers,0,The Pantry,Golden Gallon; Kangaroo Express,,,http://www.thepantry.com/contactus.aspx,52304,1236,X
Retailers,0,True Value,,,,http://www.truevalue.com/content/contact/default.aspx,52378,1236,X
Retailers,0,Weis,Save-A-Lot,,,http://www.weismarkets.com/about-weis/contact-us/,52400,1236,X
Shipping,100,UPS,,,,https://www.ups.com/upsemail/topic,1242,1237,
Shipping,80,FedEx,,,,,500,1237,
Shipping,30,DHL,,,,http://www.dhl-usa.com/custserv/contactus.asp?nav=contactus,5023,1237,X
Technology,100,Apple,iPad; iPhone; iPod; iTunes; Mac; OS X; Safari,,,,1326,1234,
Technology,100,AT&T,,,,,1417,1234,
Technology,100,Barnes & Noble,Nook,800-843-2665,,http://www.barnesandnoble.com/help/customer_service/morehelp.asp?cds2Pid=8510,1201,1234,
Technology,100,Cisco Systems,Linksys; WebEx,,,,1334,1234,
Technology,100,Corning,,607-974-9000,Inquiries@corning.com ,http://www.corning.com/about_us/contactus.aspx,1169,1234,
Technology,100,Dell*,Adamo; Alienware; Inspiron; Latitude; OptiPlex; Precision; Studio XPS; Vostro,,,,1442,1234,
Technology,100,eBay,Bill Me Later; Half.com; PayPal; Shopping.com; Skype; StubHub,,,https://signin.ebay.com/ws/eBayISAPI.dll?SignIn&UsingSSL=1&pUserId=&co_partnerId=2&siteid=0&ru=http%3A%2F%2Fcontact.ebay.com%2Fws%2FeBayISAPI.dll%3FSh,35665,1234,
Technology,100,Google*,Android; Blogger; Chrome; Gmail; Picasa; YouTube,,,,5117,1234,
Technology,100,HP,Compaq; Snapfish,,,http://www.hp.com/hpinfo/execteam/email/ceo/index.html,1422,1234,
Technology,100,Intel,McAfee,,,http://www.intel.com/intel/general.htm?iid=intelfb+body_askquestion,1394,1234,
Technology,100,Intuit,Mint.com; QuickBooks; Quicken; TurboTax,,,https://orderupdate.intuit.com/corporate1.asp?topic=corporate,4942,1234,
Technology,100,Kodak,EasyShare; Kodak Gallery,,,,1159,1234,
Technology,100,Lexmark,,859-232-2000,,,8663,1234,
Technology,100,Microsoft*,Bing; Hotmail; Internet Explorer; MSN; Office; Windows; Windows Live; Zune,800-642-7676,,https://support.microsoft.com/contactus/emailcontact.aspx?scid=sw;en;1539&ws=corpinfo&ws=support&ws=mscom,1354,1234,
Technology,100,Motorola,,,,http://motorola-global-portal.custhelp.com/app/chat/chat_launch,1370,1234,
Technology,100,QUALCOMM,,,,,786,1234,
Technology,100,Sprint Nextel,Boost Mobile; Virgin Mobile,,,http://search.sprint.com/inquiraapp/contact.jsp,1427,1234,
Technology,100,Symantec,Norton; VeriSign,,,,864,1234,
Technology,100,Texas Instruments,,,,,1324,1234,
Technology,100,Xerox,,877-979-8498,,,1219,1234,
Technology,100,Yahoo!,Delicious; Flickr,,,,4937,1234,
Technology,95,Adobe,Acrobat; Dreamweaver; Flash; Photoshop,,,,1272,1234,
Technology,95,Amazon.com,A9; IMDb; Kindle,,,,4994,1234,
Technology,95,Comcast,,,,http://www.comcastsupport.com/redirects/com/useremailstartcom.asp,14577,1234,
Technology,95,Sony,,,,http://www.sony.com/faq.shtml#contactinfo,43370,1234,
Technology,93,AMD,ATI,,,,1770,1234,
Technology,88,EarthLink,PeoplePC,,,http://support.earthlink.net/contact/customer-feedback.php,15060,1234,
Technology,88,Imation,Memorex; TDK; XtremeMac,,,http://www.imation.com/en-us/Ask-Imation/,1392,1234,
Technology,85,Qwest,,,,,1278,1234,
Technology,85,Thomson Reuters,FindLaw; KeyCite; Westlaw,646-223-4000,general.info@thomsonreuters.com,,13410,1234,
Technology,70,Verizon,Alltel,,,,1826,1234,
Technology,50,Acer,eMachines; Gateway; Packard Bell,,,,1360,1234,
Technology,50,Nokia,,,,https://www.nokiausa.com/get-support-and-software/contact-us/email-us,2001,1234,
Technology,50,T-Mobile,,,,,19738,1234,
Technology,30,IAC/InterActiveCorp,Ask.com; Chemistry.com; Citysearch; Dictionary.com; Evite; Excite; Match.com; The Daily Beast; Urbanspoon; Vimeo,212-314-7300,info@iac.com,,14744,1234,X
Technology,15,U.S. Cellular,,888-944-9400,,https://www.uscellular.com/uscellular/support/contact-us/consumer.jsp,35547,1234,X
Technology,15,Virgin Media,Virgin Broadband,,,,54844,1234,X
Technology,0,Monster,HotJobs,,,http://my.monster.com/ContactUs.aspx,43603,1234,X
Travel & Leisure,100,Alaska Airlines,,800-654-5669,,https://www.alaskaair.com/www2/ssl/help/ConsumerAffairsForm.asp?Company=Alaska,5112,1232,
Travel & Leisure,100,American Airlines*,American Eagle,,,http://www.aa.com/contactAA/viewEmailFormAccess.do?eventName=customerRelations,1711,1232,
Travel & Leisure,100,Anheuser-Busch,Adventure Island; Busch Gardens; SeaWorld; Sesame Place; Water Country USA,800-342-5283,,http://contactus.anheuser-busch.com/Email/email.aspx?Site=CUSITE,1253,1232,
Travel & Leisure,100,Carlson,Carlson Wagonlit Travel; Country Inns & Suites; Park Inn; Park Plaza Hotels & Resorts; Radisson Hotels & Resorts; Regent Hotels & Resorts,763-212-5000,,,14338,1232,
Travel & Leisure,100,Continental Airlines,,,,http://www.continental.com/web/en-US/content/Contact/customer/default.aspx,1707,1232,
Travel & Leisure,100,Harrah's Entertainment*,Bally's; Caesars; Flamingo; Horseshoe; London Clubs International; Paris; Rio; Showboat,,,http://www.harrahs.com/CustomerService.do?action=ACTION_SEND_US_EMAIL&displayCode=,14674,1232,
Travel & Leisure,100,Hyatt,Andaz; Grand Hyatt; Hyatt Place; Park Hyatt; Regency Hyatt,,,http://www.hyatt.com/hyatt/customer-service/share-feedback/website-feedback-form.jsp,14830,1232,
Travel & Leisure,100,JetBlue Airways,,,,http://www.jetblue.com/help/contactus/index.html,52483,1232,
Travel & Leisure,100,Kimpton Hotel & Restaurant Group,Hotel Monaco; Hotel Palomar,,,http://www.kimptonhotels.com/contact.aspx,1122,1232,
Travel & Leisure,100,Marriott International,Bulgari Hotels & Resorts; Courtyard; Fairfield Inn; JW Marriott; Renaissance; Residence Inn; The Ritz-Carlton; SpringHill Suites; TownePlace Suites,,,https://www.marriott.com/suggest/suggest.mi,1461,1232,
Travel & Leisure,100,Orbitz*,Away.com; CheapTickets.com; eBookers.com; HotelClub,,,http://faq.orbitz.com/,54920,1232,
Travel & Leisure,100,Sabre Holdings,Travelocity,682-605-1000,,,1709,1232,
Travel & Leisure,100,Starwood  Hotels & Resorts,aloft; Element; Four Points; Le Meridien; Luxury Collection; Sheraton; St. Regis; W Hotels; Westin,,,http://www.starwoodhotels.com/corporate/contact_us.html,1118,1232,
Travel & Leisure,100,The Walt Disney Co.,Disney Cruise Line; Disney Vacation Club; Disneyland; Walt Disney World Resorts,,,,1298,1232,
Travel & Leisure,100,Travelport,Gullivers Travel Associates,,,http://www.travelport.com/contact.aspx,52574,1232,
Travel & Leisure,100,US Airways,,,,http://www.usairways.com/Forms/CustomerRelations.aspx,1713,1232,
Travel & Leisure,100,Virgin America,,,,http://www.virginamerica.com/contact-us.html,55061,1232,
Travel & Leisure,100,Wynn Resorts,Encore; Wynn Las Vegas,877-321-9966,,,52057,1232,
Travel & Leisure,95,Choice Hotels,Ascend Collection; Cambria Suites; Clarion; Comfort Inn; Comfort Suites; Econo Lodge; MainStay Suites; Quality; Rodeway Inn; Sleep Inn; Suburban Extended Stay Hotel,,,http://www.choicehotels.com/ires/en-US/html/EmailSupport?sid=W5dE.spXRtgoWw.3,13522,1232,
Travel & Leisure,95,Southwest Airlines,,800-435-9792,,https://www.southwest.com/contact-us/contact-us.html,1725,1232,
Travel & Leisure,95,Wyndham,AmeriHost Inn; Baymont Inn & Suites; Days Inn; Hawthorn Suites; Howard Johnson; Knights Inn; Microtel Inn & Suites; Ramada; Super 8 Motel; Travelodge; Wingate Inn,,,,1120,1232,
Travel & Leisure,93,Dollar Thrifty,Dollar Rent A Car; Thrifty Car Rental,800-800-5252,,http://www.dollar.com/Help/CustomerAssistance.aspx,52209,1232,
Travel & Leisure,90,Hilton Worldwide,Conrad; Doubletree; Embassy Suites; Hampton Inn; Hilton Garden Inn; Home2; Homewood Suites; Waldorf-Astoria,,,http://www1.hilton.com/en_US/hi/customersupport/feedback.do,1113,1232,
Travel & Leisure,88,Travel Impressions,Caribbean Escapes; TI Gay & Lesbian Travel,,,,54902,1232,
Travel & Leisure,88,United Airlines,,,,,1723,1232,
Travel & Leisure,85,InterContinental Hotels,Candlewood Suites; Crowne Plaza; Holiday Inn; Hotel Indigo; Staybridge Suites,,,,591,1232,
Travel & Leisure,85,MGM Resorts International*,Beau Rivage; Bellagio; Circus Circus; Excalibur; Luxor; Mandalay Bay; MGM Grand; Monte Carlo; New York-New York,,,,14675,1232,
Travel & Leisure,80,Avis Budget,Avis Rent A Car; Budget Rent A Car,,,,4869,1232,
Travel & Leisure,80,Enterprise Rent-A-Car,,,,http://enterprise.custhelp.com/app/ask,14371,1232,
Travel & Leisure,80,Expedia,Classic Vacations; Hotels.com; Hotwire; TripAdvisor; Venere,,,https://www.expedia.com/pub/agent.dll?qscr=fbak&&zz=1247500409281&&zz=1285174947437,13520,1232,
Travel & Leisure,80,GE,Universal Parks and Resorts,,,https://www.ge.com/contact/contact_form.html?ref=http://www.ge.com/,1828,1232,
Travel & Leisure,80,Royal Caribbean Cruises,Celebrity Cruises,,,https://secure.royalcaribbean.com/customersupport/contactUsOnline.do;jsessionid=0000MCBqZNDJW67wxBnnUTYl5US:12hdhua36,51915,1232,
Travel & Leisure,70,Hertz,Advantage Rent A Car; Connect; Simply Wheelz,,,,54235,1232,
Travel & Leisure,45,Host Hotels & Resorts,,240-744-1000,,,14986,1232,
Travel & Leisure,45,Loews Corp.,Loews Hotels,212-521-2000,,,1115,1232,
Travel & Leisure,15,AirTran,,,,http://www.airtranairways.com/contact/contact_us.aspx,5065,1232,X
Travel & Leisure,15,ExpressJet Airlines,,832-353-1000,,,52220,1232,X
Travel & Leisure,0,Accor,Motel 6,,,http://www.accor-na.com/contact.asp,54898,1232,X
Travel & Leisure,0,Boyd Gaming,Eldorado Casino; Fremont Hotel and Casino; Gold Coast; Jokers Wild Casino,,,http://www.boydgaming.com/contact-us,52177,1232,X
Travel & Leisure,0,Carnival,,,,,43632,1232,X
Travel & Leisure,0,Frontier Airlines,,,,http://www.frontierairlines.com/frontier/customer-service/contact-us.do,54835,1232,X
Travel & Leisure,0,Midwest Air,,,,http://www.midwestairlines.com/AboutUs/Contact.aspx,52109,1232,X
Travel & Leisure,0,SkyWest,,,,http://www.skywest.com/contact/corp_contact.php,52506,1232,X
